,Away Team,Home Team,Winner,Away Win,0,1,2,3,4,5,6,7
28,Chattanooga,Charlotte,Chattanooga,Y,0.17539904372193948,0.2922424095434722,-0.022185335925328675,-0.13505875665485176,0.019376479172975355,0.023317517396889153,-0.16181954200494755,0.1836737946439585
29,Chicago St.,Indiana,Indiana,N,-0.9690377664295377,0.13345209929276647,-0.07527089010409646,0.04191908496591849,-0.059705664038974475,-0.05950179291950714,-0.0060362899515042125,0.0818154215212233
30,Cleveland St.,Davidson,Davidson,N,-0.42249142703784354,-0.008779441292981494,-0.23870874532510797,0.1025872761168474,-0.16146067015116722,-0.05815387071932355,-0.13919051979951233,0.14690924469830835
31,Colgate,NJIT,NJIT,N,0.21424931068793224,0.18836405932588324,-0.03061218388555736,-0.011752595681325136,0.1747140573383999,-0.19894458186430383,-0.21710007345455756,0.11072659599278782
32,Coppin St.,Wisconsin,Wisconsin,N,-0.8956773590061575,-0.20261452594860105,-0.01972536729038044,0.42076819301809715,-0.03511634204549082,-0.10191446563024961,0.04899377321946579,-0.0710091085548359
33,Cornell,Binghamton,Cornell,Y,0.36347353336475396,-0.14881365938461832,-0.04779401633873665,0.14737989513090013,-0.0679893204360759,0.009308949659857148,0.18735471251769148,0.022221837224726718
34,Delaware,Maryland,Maryland,N,-0.5303693454396643,0.39527779599281243,-0.14748515362162157,-0.11242354554996493,-0.001160599791997381,-0.1085680787476574,0.07501434911120836,-0.12383295398348107
35,Delaware St.,East Carolina,East Carolina,N,-0.34213043327888315,-0.0047228249082913775,0.1354733569224568,-0.18239485702191424,-0.026401659334655245,0.11270445056613229,-0.06331779232044762,0.10460418795940195
36,Detroit,Western Michigan,Western Michigan,N,0.0677455639605362,0.16646534291993256,-0.4461976295645824,-0.3111068657269736,-0.06998563563389958,0.002458751989359771,-0.13579789427205932,0.18720615981308045
37,East Tennessee St.,Georgia St.,Georgia St.,N,0.07455989160619703,-0.0039622479637728735,0.2802471498442384,0.16364517169007192,0.5291232498609485,-0.07939360024712133,-0.08165277417137307,-0.07073775485496106
38,Eastern Illinois,Texas,Texas,N,-0.5388511240110858,0.10971282739830353,0.0015207083978965794,0.0932968522372254,0.022055922025328533,-0.11933489114773559,-0.00889669039727711,0.07792211494062837
39,Elon,Manhattan,Elon,Y,0.17370643532069155,0.6401214344265705,0.17481483159412395,0.07102380940527596,-0.1547006455269585,0.2910400802643645,-0.020499611474442462,0.022515785328208276
40,Florida A&M,Jacksonville,Florida A&M,Y,0.06983647719578492,-0.34911884422211753,-0.08086772064974625,-0.20828238541236943,-0.19534146584720397,-0.39236804539030906,-0.04642713190215565,0.12296138713224374
41,Florida Gulf Coast,Illinois St.,Illinois St.,N,0.027015999663589564,0.08455260167078647,-0.1636721667366633,0.1121379379971334,-0.07490343924751178,-0.1566270856627739,-0.09895070871913854,-0.12461834240010024
42,Gardner Webb,VCU,VCU,N,-0.2652575099547117,0.6468999573789925,0.019874919767088727,0.12468097729298325,-0.05736254647885572,-0.03658243009650345,0.002169409560852537,-0.025532398914297132
43,Grand Canyon,South Dakota St.,South Dakota St.,N,-0.12122036812622007,-0.40424685155773027,-0.10039563591594901,-0.09706762739886418,0.1360689521452134,0.1273510848287686,-0.08441523609582925,-0.11217501975201463
44,Idaho,UC Irvine,UC Irvine,N,-0.7731024846135984,0.33271817496902034,-0.027349612278570565,0.014616479983031932,-0.2043512655861978,-0.15745009682671507,0.03061845843997709,0.10025026669520719
45,Illinois Chicago,Notre Dame,Notre Dame,N,-0.02315419580224678,-0.020087198768081967,-0.06549801971816459,0.11639324674814551,-0.05501419863662505,-0.44205876646701386,0.2180563151932062,0.09251063110504745
46,Incarnate Word,Texas Tech,Texas Tech,N,-1.1755647582580622,0.4246834510705785,-0.0745779010677762,0.2214371636546358,0.12006151138632273,-0.24813613922313169,-0.019390114996471225,-0.020193141262964946
47,Indiana St.,Ball St.,Ball St.,N,-0.15638319371223336,0.09773857296238109,-0.06009216369601808,-0.13985444644215783,0.1383761069791445,0.0004647524415047198,0.11462635993111203,0.15739095253646374
48,IUPUI,Xavier,Xavier,N,-0.2642729471403179,-0.1135172038902214,-0.15383113796693898,0.020725626928654275,0.05926240789172292,0.002712591004012171,0.09920754562112799,0.11181839963950387
49,La Salle,Temple,Temple,N,-0.33741607033087667,-0.11767162810223138,0.14567642058644628,0.0075068579933569475,0.00944100007380541,-0.14872108947808646,-0.027302609641345694,0.08979710762127
50,Lehigh,Monmouth,Lehigh,Y,0.4781474681975041,0.6191543165623518,0.05510186220218482,0.0906693392716945,-0.2302001280172766,-0.12991143689752738,-0.0649070809915411,0.18124192476637915
51,Louisiana Monroe,Jackson St.,Louisiana Monroe,Y,0.4432249758226684,0.6335661367623207,-0.16820475257440437,0.09721382474864086,-0.058457210429711005,-0.04498181019431713,-0.1478670076534354,0.09539402152005387
52,Louisiana Tech,Wichita St.,Louisiana Tech,Y,-0.05678974597484998,0.13837375274881325,-0.11612499866637774,0.05754091476544345,-0.09453522860433934,-0.10033209000223436,0.01803443438685653,-0.13974043228038666
53,Loyola MD,St. John's,St. John's,N,-0.3924530658382933,0.05230114396798038,0.05509406860297041,0.22936295144326682,0.1459748365525558,-0.14380629494103345,-0.1371610384970437,-0.17736276879624843
54,Maine,Denver,Denver,N,-0.0657013741321018,-0.30198306457957785,-0.12534363395319506,-0.13823902970051738,-0.05684268785239044,-0.12231203210832149,-0.015783398718098196,-0.057916915321285116
55,Marist,Army,Army,N,0.06279808771736274,-0.03797516419507366,-0.12242640155988961,0.0850081103329762,0.011804372200835979,-0.26756092132375986,-0.12626837912853384,-0.0017428093960870927
56,UMBC,Marquette,Marquette,N,-0.43619325056854114,-0.09745983050304738,-0.05490613461004711,-0.2689390548807701,0.14701817097774456,0.08050280282203283,0.20627644880035967,-0.21679569934828108
57,Maryland Eastern Shore,Georgetown,Georgetown,N,-0.737084573127698,-0.15830601938500447,0.0376154081731413,-0.37241858510274656,0.02637195324347274,-0.07563658349875975,-0.061637184412176985,-0.22185403192847084
58,UMass Lowell,Massachusetts,Massachusetts,N,0.06269596426926405,0.0946806285117558,-0.1556064027468692,0.03944008316847726,-0.2078180966065083,0.01372849456066128,0.03772786517087687,-0.05679330991419575
59,Mercer,UAB,UAB,N,-0.15739440321752704,-0.028197182090378654,-0.26600236465766536,0.03467535005191421,-0.07307109212384422,-0.12673014126870505,-0.003933800597335565,-0.01691188954504232
60,Milwaukee,Boston College,Boston College,N,-0.2623122340324424,0.1219499713482455,0.1547202552042745,-0.09515935390872851,0.07884999017379506,-0.10818206166554363,0.09433216178902816,0.1372103471307324
61,Mississippi Valley St.,Nebraska,Nebraska,N,-0.8014848022216933,-0.031218124903026324,0.1525213104958586,0.12487773990386931,0.039969353212188974,0.007433543141816411,0.03862577626025035,0.019722414814888175
62,UMKC,Loyola Chicago,Loyola Chicago,N,-0.37434725102129246,-0.12605243801253643,-0.3070541699955516,-0.06189554750225614,-0.11822190213486256,0.11505303749124879,-0.18421596479905297,0.2196415152387245
63,Mount St. Mary's,North Carolina St.,North Carolina St.,N,-0.609064994806222,0.0655335487800609,0.19084378262873622,0.05364571763671728,-0.17666366804883077,0.026066267325735002,0.041648137035812625,-0.3027488374671035
64,Navy,Old Dominion,Old Dominion,N,-0.3782676137034894,0.15536027667014962,-0.025438249309615107,0.18094572991316493,0.020732634523836137,-0.026279942904036728,-0.005644282974996079,0.0037554156111742083
65,Nebraska Omaha,Minnesota,Minnesota,N,-0.14798172542216026,0.5820236152501698,0.023143403843604776,-0.25831622843953433,0.05929268971325392,-0.14598777006603011,0.11073779413269981,0.1580046780640856
66,New Mexico,Cal St. Northridge,New Mexico,Y,0.14983953037158415,-0.2517888265556346,0.010237289452348456,0.12746209483148715,0.060721336713963805,-0.0006373407265361672,0.16126935436816833,0.08513968112535411
67,North Alabama,Samford,Samford,N,-0.3540683035578661,-0.23147024718557085,0.2452841295776113,-0.09838899423492792,0.1771211318031499,0.21842353633635822,0.181309181287709,0.13182021909582725
68,UNC Greensboro,North Carolina A&T,UNC Greensboro,Y,0.3602985608658565,0.02677656094093573,-0.05393325799565006,0.0252279594634476,0.3380291018835445,0.16791592252896193,0.06969997111519115,0.011156407697047892
69,UNC Wilmington,Campbell,Campbell,N,-0.17391379429490533,0.0054917621830235875,0.2302576848806825,0.26637966903080856,0.03130968235014427,0.016726582993216343,-0.15009442576322643,0.13852591676827367
70,North Dakota St.,New Mexico St.,New Mexico St.,N,-0.3690055032615495,0.4114843000029053,0.07420450954337161,-0.09336209129752637,-0.2301192963686969,0.07604341608341207,0.06475090547650826,-0.07523242906149478
71,Oral Roberts,Missouri St.,Missouri St.,N,-0.09873380846919201,0.22152756315862684,0.23401688800988504,0.05085041318420068,-0.12505562320798663,-0.06595319856447387,-0.3024857288938515,0.2221141943737211
72,Pacific,SIU Edwardsville,Pacific,Y,0.36645684084013314,-0.09755032272805297,0.13379935066790238,0.009605876262655329,0.07660524336876434,-0.12690537658826073,0.1363786660421069,0.01614823119744857
73,Penn,George Mason,Penn,Y,0.25097078579747617,0.08343582122073334,0.0344360642660328,-0.12954915055206756,0.002807869098548835,-0.013878007890791022,0.03352822636696048,-0.1201212233837093
74,Presbyterian,College of Charleston,College of Charleston,N,-0.13124270598489138,0.1106276943551532,-0.018485498171362996,-0.03321252582579373,0.000739129006994061,-0.007819754526007519,-0.04090054427826079,0.1802724893993113
75,Rider,UCF,UCF,N,-0.5280553649509013,0.07307371420253167,-0.20521640474688346,0.005478076316623713,0.23317070944257487,0.04419899395576101,0.22831473664518714,0.14340445529238857
76,Robert Morris,USC,USC,N,-0.34213285714388253,-0.29597998771456613,-0.011598154711913422,0.021750328889723367,0.20029428683177833,-0.1447575183760871,0.10970244655119857,-0.05786841756287968
77,Sacred Heart,Holy Cross,Holy Cross,N,0.06526597676731272,-0.14706950343029057,0.19470181246476523,0.6053964199792489,0.04286201521065041,0.05619877337573795,-0.010682863903541473,0.21587886029801304
78,St. Francis PA,Buffalo,Buffalo,N,-0.6025885319312232,0.1581332486424734,0.12040785261489782,0.05564738055708431,0.11403609988755076,-0.03723904670309845,-0.15476871354454538,0.009564223782881829
79,San Francisco,UC Davis,San Francisco,Y,0.6066971147220223,0.1710402800235508,0.08504014172110337,0.12590337493537918,0.004200115065585152,0.15555734477846367,-0.1621216963769169,0.09677962629337881
80,Seattle,Stanford,Stanford,N,0.02295673967081702,0.0391107070040424,0.12727028548395236,-0.13551443013342873,-0.011156549952850597,0.025112353233223878,0.01489952149574408,0.18897549314989204
81,Siena,Providence,Providence,N,-0.19027084896211977,0.4275688737363274,0.1635166548894223,-0.3027480558618877,-0.037563626791653634,-0.08515048654604221,-0.04345935927489476,-0.1154744333370452
82,USC Upstate,South Carolina,South Carolina,N,-0.5406543913223113,0.17397999842366152,0.18970597206094994,-0.16485458383552976,-0.12000879622855264,-0.05325401549287892,0.04063906828084744,-0.04233565906345513
83,Southeast Missouri St.,Saint Louis,Saint Louis,N,-0.3822583669945597,0.4522739790909915,-0.034059163466615354,-0.12928206152564575,-0.17624252516502992,-0.21786766125841167,0.040266609575134615,0.13340986798378845
84,Southern,Alabama,Alabama,N,-0.6716792850126653,-0.09349989040709511,-0.2417261183877378,-0.15212750128282612,0.12005979083303699,-0.3196348169163763,0.07716926094339237,0.03443894389338985
85,Stony Brook,George Washington,Stony Brook,Y,0.4314407273964476,-0.281425999813194,-0.0069546430750082825,0.12207251604913832,0.00977167158457611,-0.13423264969430093,-0.045262282237802084,0.18235446644635414
86,Tennessee Tech,Memphis,Memphis,N,-0.5421391170988589,-0.0005587881347836856,0.22395852015781442,-0.10669080974207919,-0.1310135355912103,-0.11073489401189571,-0.04461521578429354,-0.1006342370951814
87,Texas Southern,Baylor,Texas Southern,Y,-0.3196829916142947,0.039283832618543714,-0.1908939947878085,0.21458159080212225,-0.21336782486205216,0.09538174382922099,0.1817676558837685,-0.02989243053537311
88,Utah St.,Montana St.,Utah St.,Y,0.7356751191803014,-0.43083261728692485,0.1980362679892287,0.03179369879790543,0.042090900816426045,0.020273417280797134,-0.03008853498493605,-0.08360614022380569
89,Wagner,Seton Hall,Seton Hall,N,-0.5007006180612577,-0.24256600507402143,0.15876126587084186,-0.06182025285065596,0.10358973730556294,-0.13412015766860558,-0.035165166613206025,0.0801267304845507
90,Weber St.,San Diego,San Diego,N,-0.11738028617884129,0.13152777489838854,-0.09549953602960777,0.08185890759710826,-0.31823887664253697,0.11654136653491473,-0.015131883292520193,-0.024616242145238967
91,Western Illinois,Creighton,Creighton,N,-0.4135774879411162,0.058265251407119294,0.34277940713298855,-0.1040864072484085,-0.05773063742882228,0.1689745221091114,-0.05385398566308967,0.03703819945074476
92,Winthrop,Vanderbilt,Vanderbilt,N,0.14190352452586114,0.33253121709480066,0.033065959029061696,0.0012369282424354623,0.00550850044287844,-0.0960066205614417,0.04537450230525157,0.22822360859490562
93,Youngstown St.,Pittsburgh,Pittsburgh,N,-0.24473656416962744,0.4010307769577019,0.2342970993837472,-0.14630157172634933,0.14368969860111555,-0.046532103458401815,-0.05722191964180695,0.3047762598683606
94,Cal St. Bakersfield,TCU,TCU,N,-0.483976729826599,-0.18186809177356641,-0.029089043449466386,-0.08891025008631419,0.3097203379285644,-0.032433397448013525,-0.041809828571373886,0.11621632491831216
95,Bethune Cookman,DePaul,DePaul,N,-0.18701299209072728,-0.4433114794780993,-0.029747310231792345,-0.09149843101386745,-0.3655018496259234,-0.06503311305799435,-0.038027335694532136,0.09711031514184863
96,Bucknell,St. Bonaventure,Bucknell,Y,0.04736779940078164,0.27959596508117296,-0.05836809175655605,0.26568836208879004,-0.08296438851889727,0.019480583363430157,0.11063532149258175,0.08206697093387962
97,High Point,William & Mary,William & Mary,N,0.057447937199886424,-0.38477339765185675,0.11577056108751742,-0.0204702171065859,0.05785817656789958,0.04490596746457005,-0.16748773230433667,0.025692254734461534
98,Houston Baptist,Arizona,Arizona,N,-0.3749437832842074,0.10579666264396877,-0.22261003511467775,0.37871353989293094,0.0644189659517446,-0.030950234419351172,-0.08312499519198685,-0.022470236171556957
99,Lafayette,Saint Peter's,Saint Peter's,N,0.10033109862918387,0.5150132904997772,0.007834347461215424,-0.09760267313541486,-0.09900977150747402,0.11353416090207409,0.05968648055245798,0.19633167973600607
100,Marshall,Eastern Kentucky,Marshall,Y,0.27814765109071443,0.21757407361096964,-0.014855507376807301,-0.06447753999705276,-0.04064198915119638,0.0024673973000589183,-0.06585494610440824,-0.16363742666090292
101,McNeese St.,Saint Mary's,Saint Mary's,N,-0.7561879411780054,-0.11254037273748829,-0.24613897144549932,0.23402763650166947,-0.13166618309429026,-0.028585993508994805,-0.06949336892582539,-0.2070451230596385
102,North Florida,Dayton,Dayton,N,-0.2944907707903281,-0.11745362263072479,-0.08615840549021203,-0.018167389556200526,-0.11134705131956665,-0.006162954757506744,-0.11732231803150113,0.19327326092976246
103,Ohio St.,Cincinnati,Ohio St.,Y,-0.0002222420118836325,0.06455250196421082,0.19374636472517573,0.0009408380469465645,-0.1716768847752856,-0.08458818691535919,0.1947354201082244,0.049224484986051587
104,Savannah St.,Texas A&M,Texas A&M,N,-0.5109486077696219,0.20095710530010036,-0.13002829186735704,-0.01719759531748054,-0.06960773186131967,0.020196002425895674,0.10758843594479384,0.11843932650393804
105,Western Carolina,Wright St.,Wright St.,N,-0.30098183294502573,0.06379917006176332,0.15492823411219797,0.25707742429876945,-0.1890076051866403,-0.33333428348385796,0.039670805840657596,0.24335623756516325
106,Alabama St.,South Dakota St.,South Dakota St.,N,-0.6784843206358746,-0.6094677063464978,-0.25901462005236103,-0.10333689277620804,0.06047513570390264,0.010071932941099863,-0.1906508960447612,-0.02152739243317569
107,Chicago St.,Notre Dame,Notre Dame,N,-0.7968673745556916,0.04596477909993515,-0.12391544673740051,0.21074148979452176,-0.0001161076359894703,-0.27523098995090844,0.16963051121949374,0.024402528447862247
108,Evansville,Illinois,Illinois,N,-0.16053166633685115,0.09159182328480109,0.36137985958804963,0.18009328119486157,-0.1788733065182555,0.03323070748792158,0.2185134434329379,-0.17220227583602712
109,Maine,Utah,Utah,N,-0.5663837817079391,-0.20973386439136762,0.06311129578292383,-0.2856961614623406,0.07779511798077732,-0.04576127083073673,0.13160294823779103,-0.13327123331279664
110,UMKC,Iowa,Iowa,N,-0.4699513551553794,-0.015937169886875564,0.00953933518944668,-0.30722676655166603,-0.0004022162584198152,-0.07699717305231055,0.06375806276520599,-0.09215563165815233
111,Morehead St.,Connecticut,Connecticut,N,-0.27956683680474514,0.16742866467061124,0.0859417864497434,0.003784685713990868,-0.07441231496505256,0.1327289902104637,-0.046823061868454106,-0.13734906305526268
112,New Orleans,Northwestern,Northwestern,N,-0.32656633672986934,-0.09858965018520721,-0.3869688581241084,0.19100529434009644,0.06019314244604702,-0.29372267084912657,-0.1849625839525962,-0.001985619581773906
113,Nicholls St.,Louisville,Louisville,N,-0.5705571593983076,0.16891011426084154,-0.17159185880310354,-0.3136192446240366,-0.22679531036334835,-0.13255879296619574,-0.053064404080365786,0.1910820712533456
114,Northwestern St.,SMU,SMU,N,-0.5551656099219973,-0.35148091500140827,-0.032163022959605096,0.10199417470215581,-0.11438374132842082,-0.03479160929546375,0.12549657272839365,-0.12586812673683162
115,Siena,George Washington,Siena,Y,0.22761258392129688,0.2538942073051853,-0.029493984902866522,-0.19968956318663797,0.11475354953149698,-0.13255993563560403,-0.08728160415891371,-0.07691614900966541
116,Southern Illinois,Kentucky,Kentucky,N,-0.4563970470621558,0.1482067847389752,-0.012266587262279869,-0.19799367328641057,-0.1744270802937786,-0.1801221684474196,0.027081602423752082,-0.008892055976227732
117,Louisiana Lafayette,Tennessee,Tennessee,N,-0.549014582539355,-0.04108369980896236,-0.10946695857323338,0.03130857812196993,-0.04182518926031391,0.03264330443123826,0.12668037659207507,0.058179034155557245
118,Pacific,Nevada,Nevada,N,-0.5747409368685781,-0.11224559994152324,0.11770779301737701,-0.04762209911703841,0.19964419358976762,-0.20065823004479166,0.09153447950793073,0.133639724373979
119,North Carolina,Elon,North Carolina,Y,0.8825149092867042,-0.27197134626188996,-0.13936630156580246,0.17656026642435418,0.2133733539603076,0.17617571803271326,-0.004910289128996251,0.21501565503629358
120,Washington,Auburn,Auburn,N,-0.030304058469889185,-0.27017937107977386,0.12246216375488071,0.018865697482832247,-0.2078438552969455,-0.03626171975718984,-0.021757802329606755,-0.1957327905664332
121,Kennesaw St.,Kansas St.,Kansas St.,N,-0.8746361758540481,0.11777484138817752,0.12647915526044115,0.1512092306547244,-0.15175664981195466,0.16136444010361164,-0.18370951143859202,0.09689064940868869
122,Buffalo,West Virginia,Buffalo,Y,0.5503057011403755,0.1136305829593225,-0.050035824087752034,-0.1776299870878188,-0.2269672510961365,0.06099981444706243,0.13350194670223844,0.0594495834678167
123,Eastern Washington,Oregon,Oregon,N,-0.4653053282907578,0.3288994634810828,0.2156856462421039,0.14316965081132538,0.14917629419783815,0.11761881571896517,0.1450479566607425,-0.00812416495860368
124,Gardner Webb,Virginia Tech,Virginia Tech,N,-0.36162788210179037,0.10236620341315039,-0.01744876895747923,0.16135478398204128,-0.26848108898682327,0.05450118667695667,0.0479474632566111,-0.04214230932891869
125,Austin Peay,Mississippi St.,Mississippi St.,N,-0.2082292171874841,0.037923636390915914,-0.08446996278884723,-0.046124579342332585,-0.06709655828749196,0.06470924968940031,0.10980289382619703,0.10465222722200346
126,Long Beach St.,UCLA,UCLA,N,-0.27238964874720545,-0.17292309650737384,-0.212773326590684,-0.13338654039598616,-0.09974987965460527,0.013385906738956937,-0.011303934054938628,-0.012805338367570147
127,North Carolina Central,Clemson,Clemson,N,-0.4147951836637429,0.0015150882444153867,0.060080927087726776,0.11786927397456101,-0.0954812756231899,-0.14483828922877848,-0.18542690639930282,0.15908290189977284
128,UNC Greensboro,LSU,LSU,N,-0.1233954111401704,0.05579571394365131,0.051317518508148134,-0.21966706709879544,-0.0023951824888837087,-0.06556139656302304,0.11845078871897793,-0.05968335567825591
129,Air Force,Texas St.,Texas St.,N,-0.21321149074903115,0.39380643455978365,0.08897654620572105,-0.012210676744393701,-0.04675437435274003,0.05998006038672679,0.06055023404512454,-0.13728765248543268
130,Albany,Iona,Iona,N,-0.10416921044001111,-0.1847744180204646,0.21110143405943488,-0.11055600394269104,0.07913289662563563,-0.10018902709278005,-0.0391662474060594,0.03250447447371573
131,American,George Mason,American,Y,0.1303520539200228,-0.025826699476678077,0.024817230058452336,0.0009938847174955836,-0.1279145421769776,-0.09310897117635022,0.059314110290527175,-0.027900647401707515
132,Arkansas,Texas,Texas,N,-0.07613656658618845,-0.2017271080187752,-0.3481232543481508,0.13115601480119063,-0.11606641330799478,-0.09903321279971794,0.08254656489479567,0.10890742619066174
133,Arkansas St.,Abilene Christian,Abilene Christian,N,-0.2800786860853182,-0.059935570890044705,0.1455959287776584,0.28045867862429913,0.04415548087843085,0.15347298626121678,-0.19580723353705493,0.07786608512895131
134,Bowling Green,St. John's,St. John's,N,0.03409392018491892,-0.02850722443070457,0.23900520503693812,0.2575770787171002,0.10474766867612427,0.030856981492127414,-0.1254638929595004,0.010253961930133058
135,Brown,LIU Brooklyn,LIU Brooklyn,N,0.27070830409189006,-0.09081151912238535,-0.051303084159886846,-0.048130628804208736,-0.007013015272529911,0.036222941958736564,0.13495461013255905,-0.03427078772287165
136,UC Irvine,Texas A&M,UC Irvine,Y,0.3128334527558188,0.045815652173687584,0.2484846035872466,-0.09238986719020693,0.06687956332260057,-0.041030171538016594,0.023165292055759297,0.09587026545788516
137,Charleston Southern,Florida,Florida,N,-0.27327741286118606,0.18410307389692532,0.127483438777677,0.11791642491688517,0.04524184386486418,0.049563726412119195,0.14171711653253669,0.043405287827042796
138,Chicago St.,Central Michigan,Central Michigan,N,-0.8224707025758581,0.02778474851325432,0.17110394642441598,-0.02659901440692932,0.11710438748139372,-0.025722810431522507,0.07115274679897608,-0.19107060796533443
139,Coastal Carolina,Campbell,Coastal Carolina,Y,0.1472011136847553,-0.3071259541348893,0.0531807632408208,0.24591813279191588,-0.0997051557833097,-0.1312461168936524,-0.07691983397228457,0.2723630831826993
