,Away Team,Home Team,Winner,Away Win,ADJOE_diff,ADJDE_diff,BARTHAG_diff,EFG_O_diff,EFG_D_diff,TOR_diff,TORD_diff,ORB_diff,DRB_diff,FTR_diff,FTRD_diff,2P_O_diff,2P_D_diff,3P_O_diff,3P_D_diff,ADJ_T_diff,WAB_diff
807,Prairie View A&M,Georgia Tech,Georgia Tech,N,0.5712098009188359,0.5522388059701493,0.3926991150442477,0.4668769716088327,0.6058394160583941,0.33333333333333326,0.8157894736842105,0.5896805896805897,0.6290322580645159,0.7316513761467891,0.690909090909091,0.42245989304812825,0.655072463768116,0.5686274509803921,0.5395348837209303,0.6440677966101696,0.49559082892416223
808,Samford,Fort Wayne,Samford,Y,0.5283307810107196,0.2929104477611943,0.5723684210526316,0.41955835962145116,0.24452554744525537,0.6368159203980099,0.5526315789473684,0.6044226044226044,0.6249999999999999,0.6903669724770642,0.5436363636363637,0.3877005347593583,0.3043478260869563,0.5058823529411762,0.33488372093023266,0.4338983050847457,0.5485008818342151
809,Seton Hall,Hawaii,Seton Hall,Y,0.6278713629402755,0.19589552238805993,0.7437703772706101,0.3974763406940063,0.36131386861313874,0.5074626865671641,0.6263157894736844,0.5454545454545454,0.7016129032258065,0.6055045871559633,0.4818181818181818,0.41978609625668434,0.39420289855072466,0.3999999999999999,0.4465116279069768,0.616949152542373,0.6807760141093474
810,South Alabama,Texas A&M,Texas A&M,N,0.4885145482388971,0.5205223880597015,0.3419306008383791,0.5867507886435331,0.5072992700729928,0.48756218905472637,0.5631578947368421,0.30466830466830463,0.4959677419354838,0.5504587155963302,0.6581818181818182,0.46524064171122986,0.5043478260869563,0.7450980392156863,0.586046511627907,0.4745762711864407,0.42151675485008816
811,Southern,Western Michigan,Western Michigan,N,0.459418070444104,0.4589552238805971,0.41290172333488584,0.5015772870662459,0.5072992700729926,0.5870646766169154,0.868421052631579,0.49385749385749383,0.7338709677419353,0.48165137614678893,0.8581818181818182,0.4465240641711229,0.5768115942028983,0.5843137254901961,0.46046511627907,0.4169491525423728,0.4673721340388006
812,Southern Utah,UNLV,UNLV,N,0.41347626339969357,0.3600746268656718,0.40178155565905915,0.49526813880126186,0.3832116788321166,0.5273631840796018,0.46315789473684194,0.17936117936117935,0.39919354838709675,0.6330275229357798,0.6,0.4946524064171123,0.39130434782608675,0.5019607843137255,0.4883720930232558,0.6237288135593222,0.4567901234567901
813,St. Francis NY,IUPUI,IUPUI,N,0.4379785604900457,0.34514925373134353,0.43974149976711685,0.41955835962145094,0.2700729927007297,0.4129353233830846,0.4789473684210525,0.2997542997542998,0.5483870967741935,0.37844036697247707,0.5945454545454545,0.37700534759358273,0.39130434782608675,0.5215686274509804,0.2558139534883721,0.4915254237288131,0.5132275132275133
814,UT Arlington,Arkansas,Arkansas,N,0.4088820826952526,0.40671641791044794,0.37622263623660923,0.34700315457413244,0.35401459854014594,0.6119402985074627,0.268421052631579,0.5479115479115478,0.24596774193548399,0.44036697247706424,0.4163636363636363,0.390374331550802,0.47246376811594193,0.34509803921568627,0.31162790697674425,0.3830508474576271,0.4426807760141093
815,Texas St.,USC Upstate,Texas St.,Y,0.6707503828483918,0.12686567164179124,0.79488821611551,0.555205047318612,0.23722627737226257,0.4975124378109454,0.631578947368421,0.6904176904176904,0.25403225806451607,0.738532110091743,0.49272727272727274,0.56951871657754,0.3014492753623188,0.5137254901960783,0.34418604651162815,0.41355932203389845,0.8447971781305115
816,Tulsa,Southern Illinois,Southern Illinois,N,0.5865237366003061,0.30970149253731355,0.6178388448998602,0.42271293375394337,0.35036496350364954,0.36318407960199006,0.42105263157894735,0.33906633906633904,0.5282258064516129,0.7912844036697246,0.5690909090909091,0.4652406417112297,0.43188405797101426,0.3686274509803922,0.36279069767441846,0.6169491525423725,0.619047619047619
